filename,labels
B_B__King_-_The_Ultimate_Collection_-_11_-_The_Thrill_Is_Gone-13.txt,"['gel', 'org']"
B_B__King_-_The_Ultimate_Collection_-_11_-_The_Thrill_Is_Gone-14.txt,"['gel', 'org']"
B_B__King_-_The_Ultimate_Collection_-_11_-_The_Thrill_Is_Gone-15.txt,"['gel', 'org']"
B_B__King_-_The_Ultimate_Collection_-_11_-_The_Thrill_Is_Gone-16.txt,"['gel', 'org']"
B_B__King_-_The_Ultimate_Collection_-_11_-_The_Thrill_Is_Gone-17.txt,"['gel', 'org']"
B_B__King_-_The_Ultimate_Collection_-_11_-_The_Thrill_Is_Gone-18.txt,"['gel', 'org']"
B_B__King_-_The_Ultimate_Collection_-_11_-_The_Thrill_Is_Gone-3.txt,"['gel', 'org', 'voi']"
B_B__King_-_The_Ultimate_Collection_-_11_-_The_Thrill_Is_Gone-5.txt,"['gel', 'org', 'voi']"
B_B__King_-_The_Ultimate_Collection_-_11_-_The_Thrill_Is_Gone-7.txt,"['gel', 'org']"
B_B__King_-_The_Ultimate_Collection_-_11_-_The_Thrill_Is_Gone-9.txt,"['gel', 'org', 'voi']"
ContinentalBlues45-1.txt,['pia']
ContinentalBlues45-10.txt,['pia']
ContinentalBlues45-11.txt,"['cla', 'pia']"
ContinentalBlues45-12.txt,['pia']
ContinentalBlues45-3.txt,['pia']
ContinentalBlues45-5.txt,['pia']
ContinentalBlues45-6.txt,"['pia', 'tru']"
ContinentalBlues45-8.txt,['pia']
ContinentalBlues45-9.txt,"['pia', 'sax']"
Debussy - Arabesque-1.txt,['pia']
Debussy - Arabesque-10.txt,['pia']
Debussy - Arabesque-11.txt,['pia']
Debussy - Arabesque-2.txt,['pia']
Debussy - Arabesque-3.txt,['pia']
Debussy - Arabesque-4.txt,['pia']
Debussy - Arabesque-5.txt,['pia']
Debussy - Arabesque-6.txt,['pia']
Debussy - Arabesque-7.txt,['pia']
Debussy - Arabesque-8.txt,['pia']
Debussy - Arabesque-9.txt,['pia']
"Debussy, Sonata for Cello & Piano - 1 Prologue-1.txt",['pia']
"Debussy, Sonata for Cello & Piano - 1 Prologue-10.txt","['cel', 'pia']"
"Debussy, Sonata for Cello & Piano - 1 Prologue-11.txt","['cel', 'pia']"
"Debussy, Sonata for Cello & Piano - 1 Prologue-12.txt","['cel', 'pia']"
"Debussy, Sonata for Cello & Piano - 1 Prologue-13.txt","['cel', 'pia']"
"Debussy, Sonata for Cello & Piano - 1 Prologue-14.txt","['cel', 'pia']"
"Debussy, Sonata for Cello & Piano - 1 Prologue-15.txt","['cel', 'pia']"
"Debussy, Sonata for Cello & Piano - 1 Prologue-16.txt","['cel', 'pia']"
"Debussy, Sonata for Cello & Piano - 1 Prologue-2.txt","['cel', 'pia']"
"Debussy, Sonata for Cello & Piano - 1 Prologue-3.txt",['cel']
"Debussy, Sonata for Cello & Piano - 1 Prologue-4.txt","['cel', 'pia']"
"Debussy, Sonata for Cello & Piano - 1 Prologue-5.txt","['cel', 'pia']"
"Debussy, Sonata for Cello & Piano - 1 Prologue-6.txt","['cel', 'pia']"
"Debussy, Sonata for Cello & Piano - 1 Prologue-7.txt","['cel', 'pia']"
"Debussy, Sonata for Cello & Piano - 1 Prologue-8.txt","['cel', 'pia']"
"Debussy, Sonata for Cello & Piano - 1 Prologue-9.txt","['cel', 'pia']"
"Debussy, Sonata for Violin & Piano - 1 Allegro vivo-1.txt",['pia']
"Debussy, Sonata for Violin & Piano - 1 Allegro vivo-10.txt","['pia', 'vio']"
"Debussy, Sonata for Violin & Piano - 1 Allegro vivo-11.txt","['pia', 'vio']"
"Debussy, Sonata for Violin & Piano - 1 Allegro vivo-12.txt","['pia', 'vio']"
"Debussy, Sonata for Violin & Piano - 1 Allegro vivo-13.txt","['pia', 'vio']"
"Debussy, Sonata for Violin & Piano - 1 Allegro vivo-14.txt","['pia', 'vio']"
"Debussy, Sonata for Violin & Piano - 1 Allegro vivo-15.txt","['pia', 'vio']"
"Debussy, Sonata for Violin & Piano - 1 Allegro vivo-2.txt","['pia', 'vio']"
"Debussy, Sonata for Violin & Piano - 1 Allegro vivo-3.txt","['pia', 'vio']"
"Debussy, Sonata for Violin & Piano - 1 Allegro vivo-4.txt","['pia', 'vio']"
"Debussy, Sonata for Violin & Piano - 1 Allegro vivo-5.txt","['pia', 'vio']"
"Debussy, Sonata for Violin & Piano - 1 Allegro vivo-6.txt","['pia', 'vio']"
"Debussy, Sonata for Violin & Piano - 1 Allegro vivo-7.txt","['pia', 'vio']"
"Debussy, Sonata for Violin & Piano - 1 Allegro vivo-8.txt","['pia', 'vio']"
"Debussy, Sonata for Violin & Piano - 1 Allegro vivo-9.txt","['pia', 'vio']"
"Debussy, Violin Sonata - 1 Allegro vivo-1.txt",['pia']
"Debussy, Violin Sonata - 1 Allegro vivo-10.txt","['pia', 'vio']"
"Debussy, Violin Sonata - 1 Allegro vivo-11.txt","['pia', 'vio']"
"Debussy, Violin Sonata - 1 Allegro vivo-12.txt","['pia', 'vio']"
"Debussy, Violin Sonata - 1 Allegro vivo-14.txt",['vio']
"Debussy, Violin Sonata - 1 Allegro vivo-15.txt",['vio']
"Debussy, Violin Sonata - 1 Allegro vivo-16.txt","['pia', 'vio']"
"Debussy, Violin Sonata - 1 Allegro vivo-2.txt","['pia', 'vio']"
"Debussy, Violin Sonata - 1 Allegro vivo-3.txt","['pia', 'vio']"
"Debussy, Violin Sonata - 1 Allegro vivo-4.txt","['pia', 'vio']"
"Debussy, Violin Sonata - 1 Allegro vivo-5.txt","['pia', 'vio']"
"Debussy, Violin Sonata - 1 Allegro vivo-6.txt","['pia', 'vio']"
"Debussy, Violin Sonata - 1 Allegro vivo-7.txt","['pia', 'vio']"
"Debussy, Violin Sonata - 1 Allegro vivo-8.txt","['pia', 'vio']"
"Debussy, Violin Sonata - 1 Allegro vivo-9.txt","['pia', 'vio']"
Deftones - Hexagram-1.txt,['gel']
Deftones - Hexagram-11.txt,"['gel', 'voi']"
Deftones - Hexagram-12.txt,"['gel', 'voi']"
Deftones - Hexagram-13.txt,"['gel', 'voi']"
Deftones - Hexagram-15.txt,['gel']
Deftones - Hexagram-16.txt,['gel']
Deftones - Hexagram-2.txt,"['gel', 'voi']"
Deftones - Hexagram-3.txt,"['gel', 'voi']"
Deftones - Hexagram-5.txt,"['gel', 'voi']"
Deftones - Hexagram-6.txt,"['gel', 'voi']"
Deftones - Hexagram-7.txt,"['gel', 'voi']"
Deftones - Hexagram-9.txt,"['gel', 'voi']"
Depeche Mode - Personal Jesus-1.txt,['gel']
Depeche Mode - Personal Jesus-11.txt,['gel']
Depeche Mode - Personal Jesus-12.txt,"['gel', 'voi']"
Depeche Mode - Personal Jesus-13.txt,"['gel', 'voi']"
Depeche Mode - Personal Jesus-14.txt,"['gel', 'voi']"
Depeche Mode - Personal Jesus-15.txt,"['gel', 'voi']"
Depeche Mode - Personal Jesus-16.txt,"['gel', 'voi']"
Depeche Mode - Personal Jesus-2.txt,['gel']
Depeche Mode - Personal Jesus-22.txt,['voi']
Depeche Mode - Personal Jesus-3.txt,"['gel', 'voi']"
Depeche Mode - Personal Jesus-5.txt,['voi']
Depeche Mode - Personal Jesus-6.txt,['voi']
Depeche Mode - Personal Jesus-7.txt,"['gel', 'voi']"
Depeche Mode - Personal Jesus-8.txt,"['gel', 'voi']"
Depeche Mode - Personal Jesus-9.txt,"['gel', 'voi']"
Doc Watson - Doc Watson - Deep River Blues-1.txt,['gac']
Doc Watson - Doc Watson - Deep River Blues-10.txt,['gac']
Doc Watson - Doc Watson - Deep River Blues-11.txt,"['gac', 'voi']"
Doc Watson - Doc Watson - Deep River Blues-12.txt,"['gac', 'voi']"
Doc Watson - Doc Watson - Deep River Blues-3.txt,"['gac', 'voi']"
Doc Watson - Doc Watson - Deep River Blues-4.txt,"['gac', 'voi']"
Doc Watson - Doc Watson - Deep River Blues-6.txt,['gac']
Doc Watson - Doc Watson - Deep River Blues-7.txt,"['gac', 'voi']"
Doc Watson - Doc Watson - Deep River Blues-8.txt,"['gac', 'voi']"
edgar froese - epsilon in malaysian pale 1-10.txt,['flu']
edgar froese - epsilon in malaysian pale 1-11.txt,['flu']
edgar froese - epsilon in malaysian pale 1-12.txt,['flu']
edgar froese - epsilon in malaysian pale 1-13.txt,['flu']
edgar froese - epsilon in malaysian pale 1-14.txt,['flu']
edgar froese - epsilon in malaysian pale 1-15.txt,['flu']
edgar froese - epsilon in malaysian pale 1-16.txt,['flu']
edgar froese - epsilon in malaysian pale 1-17.txt,['flu']
edgar froese - epsilon in malaysian pale 1-18.txt,['flu']
edgar froese - epsilon in malaysian pale 1-19.txt,['flu']
edgar froese - epsilon in malaysian pale 1-20.txt,['flu']
edgar froese - epsilon in malaysian pale 1-21.txt,['flu']
edgar froese - epsilon in malaysian pale 1-22.txt,['flu']
edgar froese - epsilon in malaysian pale 1-23.txt,['flu']
edgar froese - epsilon in malaysian pale 1-24.txt,['flu']
edgar froese - epsilon in malaysian pale 1-25.txt,['flu']
edgar froese - epsilon in malaysian pale 1-29.txt,['flu']
edgar froese - epsilon in malaysian pale 1-3.txt,['flu']
edgar froese - epsilon in malaysian pale 1-30.txt,['flu']
edgar froese - epsilon in malaysian pale 1-31.txt,['flu']
edgar froese - epsilon in malaysian pale 1-32.txt,['flu']
edgar froese - epsilon in malaysian pale 1-33.txt,['flu']
edgar froese - epsilon in malaysian pale 1-34.txt,['flu']
edgar froese - epsilon in malaysian pale 1-35.txt,['flu']
edgar froese - epsilon in malaysian pale 1-36.txt,['flu']
edgar froese - epsilon in malaysian pale 1-37.txt,['flu']
edgar froese - epsilon in malaysian pale 1-38.txt,['flu']
edgar froese - epsilon in malaysian pale 1-39.txt,['flu']
edgar froese - epsilon in malaysian pale 1-4.txt,['flu']
edgar froese - epsilon in malaysian pale 1-40.txt,['flu']
edgar froese - epsilon in malaysian pale 1-41.txt,['flu']
edgar froese - epsilon in malaysian pale 1-43.txt,['flu']
edgar froese - epsilon in malaysian pale 1-44.txt,['flu']
edgar froese - epsilon in malaysian pale 1-45.txt,['flu']
edgar froese - epsilon in malaysian pale 1-46.txt,['flu']
edgar froese - epsilon in malaysian pale 1-47.txt,['flu']
edgar froese - epsilon in malaysian pale 1-48.txt,['flu']
edgar froese - epsilon in malaysian pale 1-49.txt,['flu']
edgar froese - epsilon in malaysian pale 1-5.txt,['flu']
edgar froese - epsilon in malaysian pale 1-50.txt,['flu']
edgar froese - epsilon in malaysian pale 1-51.txt,['flu']
edgar froese - epsilon in malaysian pale 1-6.txt,['flu']
edgar froese - epsilon in malaysian pale 1-7.txt,['flu']
edgar froese - epsilon in malaysian pale 1-8.txt,['flu']
edgar froese - epsilon in malaysian pale 1-9.txt,['flu']
Faith No More - Stripsearch-11.txt,['voi']
Faith No More - Stripsearch-12.txt,['voi']
Faith No More - Stripsearch-14.txt,['voi']
Faith No More - Stripsearch-15.txt,['voi']
Faith No More - Stripsearch-16.txt,['voi']
Faith No More - Stripsearch-2.txt,['voi']
Faith No More - Stripsearch-3.txt,['voi']
Faith No More - Stripsearch-4.txt,['voi']
Faith No More - Stripsearch-5.txt,['voi']
Faith No More - Stripsearch-7.txt,['voi']
Faith No More - Stripsearch-9.txt,"['gel', 'voi']"
Fingerstyle Guitar Magazine #47 - 01 - Liona Boyd - Carretera Libertad-1.txt,['gac']
Fingerstyle Guitar Magazine #47 - 01 - Liona Boyd - Carretera Libertad-10.txt,['gac']
Fingerstyle Guitar Magazine #47 - 01 - Liona Boyd - Carretera Libertad-11.txt,['gac']
Fingerstyle Guitar Magazine #47 - 01 - Liona Boyd - Carretera Libertad-2.txt,['gac']
Fingerstyle Guitar Magazine #47 - 01 - Liona Boyd - Carretera Libertad-3.txt,['gac']
Fingerstyle Guitar Magazine #47 - 01 - Liona Boyd - Carretera Libertad-5.txt,['gac']
Fingerstyle Guitar Magazine #47 - 01 - Liona Boyd - Carretera Libertad-6.txt,['gac']
Fingerstyle Guitar Magazine #47 - 01 - Liona Boyd - Carretera Libertad-7.txt,['gac']
Fingerstyle Guitar Magazine #47 - 01 - Liona Boyd - Carretera Libertad-8.txt,['gac']
Fingerstyle Guitar Magazine #47 - 01 - Liona Boyd - Carretera Libertad-9.txt,['gac']
Four Tet - Love Cry-10.txt,['org']
Four Tet - Love Cry-17.txt,['org']
Four Tet - Love Cry-18.txt,['org']
Four Tet - Love Cry-19.txt,['org']
Four Tet - Love Cry-20.txt,['voi']
Four Tet - Love Cry-22.txt,['voi']
Four Tet - Love Cry-23.txt,['voi']
Four Tet - Love Cry-24.txt,['voi']
Four Tet - Love Cry-26.txt,['voi']
Four Tet - Love Cry-27.txt,['voi']
Four Tet - Love Cry-28.txt,['voi']
Four Tet - Love Cry-29.txt,['voi']
Four Tet - Love Cry-30.txt,['voi']
Four Tet - Love Cry-40.txt,['gac']
Georgia On My Mind-10.txt,"['pia', 'voi']"
Georgia On My Mind-12.txt,"['pia', 'voi']"
Georgia On My Mind-13.txt,"['pia', 'voi']"
Georgia On My Mind-14.txt,"['pia', 'voi']"
Georgia On My Mind-2.txt,"['pia', 'voi']"
Georgia On My Mind-3.txt,"['pia', 'voi']"
Georgia On My Mind-4.txt,"['pia', 'voi']"
Georgia On My Mind-6.txt,"['pia', 'voi']"
Georgia On My Mind-8.txt,"['pia', 'voi']"
Gesualdo - Io tacero-1.txt,['voi']
Gesualdo - Io tacero-10.txt,['voi']
Gesualdo - Io tacero-11.txt,['voi']
Gesualdo - Io tacero-12.txt,['voi']
Gesualdo - Io tacero-13.txt,['voi']
Gesualdo - Io tacero-14.txt,['voi']
Gesualdo - Io tacero-2.txt,['voi']
Gesualdo - Io tacero-3.txt,['voi']
Gesualdo - Io tacero-4.txt,['voi']
Gesualdo - Io tacero-5.txt,['voi']
Gesualdo - Io tacero-6.txt,['voi']
Gesualdo - Io tacero-7.txt,['voi']
Gesualdo - Io tacero-8.txt,['voi']
Gesualdo - Io tacero-9.txt,['voi']
Gnawa Diffussion - Bleu blanc gyrophare-10.txt,"['org', 'voi']"
Gnawa Diffussion - Bleu blanc gyrophare-11.txt,"['flu', 'gac']"
Gnawa Diffussion - Bleu blanc gyrophare-12.txt,"['org', 'voi']"
Gnawa Diffussion - Bleu blanc gyrophare-13.txt,['voi']
Gnawa Diffussion - Bleu blanc gyrophare-2.txt,['voi']
Gnawa Diffussion - Bleu blanc gyrophare-3.txt,"['org', 'voi']"
Gnawa Diffussion - Bleu blanc gyrophare-4.txt,"['org', 'voi']"
Gnawa Diffussion - Bleu blanc gyrophare-5.txt,"['org', 'voi']"
Gnawa Diffussion - Bleu blanc gyrophare-6.txt,['gac']
Gnawa Diffussion - Bleu blanc gyrophare-7.txt,"['org', 'voi']"
Gnawa Diffussion - Bleu blanc gyrophare-8.txt,"['org', 'voi']"
Gnawa Diffussion - Bleu blanc gyrophare-9.txt,"['org', 'voi']"
gyorgy ligeti- atmospheres-1.txt,"['cla', 'flu', 'tru']"
gyorgy ligeti- atmospheres-10.txt,"['cla', 'flu', 'tru']"
gyorgy ligeti- atmospheres-11.txt,"['cla', 'flu', 'tru']"
gyorgy ligeti- atmospheres-14.txt,"['cla', 'flu', 'tru']"
gyorgy ligeti- atmospheres-15.txt,"['cla', 'flu', 'tru']"
gyorgy ligeti- atmospheres-16.txt,"['cla', 'flu', 'tru']"
gyorgy ligeti- atmospheres-17.txt,"['cla', 'flu', 'tru']"
gyorgy ligeti- atmospheres-18.txt,"['cla', 'flu', 'tru']"
gyorgy ligeti- atmospheres-19.txt,"['cla', 'flu', 'tru']"
gyorgy ligeti- atmospheres-2.txt,"['cla', 'flu', 'tru']"
gyorgy ligeti- atmospheres-20.txt,"['cla', 'flu', 'tru']"
gyorgy ligeti- atmospheres-23.txt,['vio']
gyorgy ligeti- atmospheres-24.txt,"['cla', 'flu']"
gyorgy ligeti- atmospheres-3.txt,"['cla', 'flu', 'tru']"
gyorgy ligeti- atmospheres-4.txt,"['cla', 'flu', 'tru']"
gyorgy ligeti- atmospheres-5.txt,"['cla', 'flu', 'tru']"
gyorgy ligeti- atmospheres-6.txt,"['cla', 'flu', 'tru']"
gyorgy ligeti- atmospheres-7.txt,"['cla', 'flu', 'tru']"
gyorgy ligeti- atmospheres-8.txt,"['cla', 'flu', 'tru']"
gyorgy ligeti- atmospheres-9.txt,"['cla', 'flu', 'tru']"
harold budd - avalon sutra - 01 - arabesque 3-1.txt,['pia']
harold budd - avalon sutra - 01 - arabesque 3-10.txt,['pia']
harold budd - avalon sutra - 01 - arabesque 3-2.txt,"['pia', 'sax']"
harold budd - avalon sutra - 01 - arabesque 3-4.txt,['pia']
harold budd - avalon sutra - 01 - arabesque 3-5.txt,"['pia', 'sax']"
harold budd - avalon sutra - 01 - arabesque 3-6.txt,"['pia', 'sax']"
harold budd - avalon sutra - 01 - arabesque 3-7.txt,"['pia', 'sax']"
harold budd - avalon sutra - 01 - arabesque 3-9.txt,"['pia', 'sax']"
Iron Maiden - 11 - The Evil That Men Do-1.txt,['gel']
Iron Maiden - 11 - The Evil That Men Do-11.txt,['gel']
Iron Maiden - 11 - The Evil That Men Do-12.txt,['gel']
Iron Maiden - 11 - The Evil That Men Do-14.txt,"['gel', 'voi']"
Iron Maiden - 11 - The Evil That Men Do-15.txt,"['gel', 'voi']"
Iron Maiden - 11 - The Evil That Men Do-3.txt,['gel']
Iron Maiden - 11 - The Evil That Men Do-4.txt,"['gel', 'voi']"
Iron Maiden - 11 - The Evil That Men Do-5.txt,"['gel', 'voi']"
Iron Maiden - 11 - The Evil That Men Do-6.txt,"['gel', 'voi']"
Iron Maiden - 11 - The Evil That Men Do-7.txt,"['gel', 'voi']"
Iron Maiden - 11 - The Evil That Men Do-8.txt,"['gel', 'voi']"
Iron Maiden - 11 - The Evil That Men Do-9.txt,"['gel', 'voi']"
Jaga Jazzist - Mikado-1.txt,['gel']
Jaga Jazzist - Mikado-11.txt,"['gel', 'org']"
Jaga Jazzist - Mikado-12.txt,['gel']
Jaga Jazzist - Mikado-13.txt,['gel']
Jaga Jazzist - Mikado-14.txt,['gel']
Jaga Jazzist - Mikado-15.txt,['gel']
Jaga Jazzist - Mikado-17.txt,"['gac', 'voi']"
Jaga Jazzist - Mikado-18.txt,"['gac', 'tru', 'voi']"
Jaga Jazzist - Mikado-20.txt,"['gac', 'tru', 'voi']"
Jaga Jazzist - Mikado-21.txt,"['gac', 'gel', 'tru', 'voi']"
Jaga Jazzist - Mikado-23.txt,"['gel', 'tru']"
Jaga Jazzist - Mikado-5.txt,['gel']
Jaga Jazzist - Mikado-6.txt,['gel']
Jaga Jazzist - Mikado-7.txt,['gel']
Jaga Jazzist - Mikado-8.txt,"['gel', 'org']"
Jaga Jazzist - Mikado-9.txt,"['gel', 'org']"
James Galway - 'Pennywhistle Jig'-1.txt,"['flu', 'gac']"
James Galway - 'Pennywhistle Jig'-3.txt,"['flu', 'gac']"
James Galway - 'Pennywhistle Jig'-4.txt,"['flu', 'gac']"
James Galway - 'Pennywhistle Jig'-5.txt,"['flu', 'gac']"
James Galway - 'Pennywhistle Jig'-6.txt,['gac']
James Galway - 'Pennywhistle Jig'-7.txt,"['flu', 'gac']"
James Galway - 'Pennywhistle Jig'-9.txt,"['flu', 'gac']"
Jelly Roll Morton - Honky Tonk Blues-1.txt,['voi']
Jelly Roll Morton - Honky Tonk Blues-10.txt,"['pia', 'voi']"
Jelly Roll Morton - Honky Tonk Blues-11.txt,"['pia', 'voi']"
Jelly Roll Morton - Honky Tonk Blues-12.txt,"['pia', 'voi']"
Jelly Roll Morton - Honky Tonk Blues-13.txt,"['pia', 'voi']"
Jelly Roll Morton - Honky Tonk Blues-14.txt,"['pia', 'voi']"
Jelly Roll Morton - Honky Tonk Blues-15.txt,"['pia', 'voi']"
Jelly Roll Morton - Honky Tonk Blues-16.txt,"['pia', 'voi']"
Jelly Roll Morton - Honky Tonk Blues-17.txt,"['pia', 'voi']"
Jelly Roll Morton - Honky Tonk Blues-18.txt,['pia']
Jelly Roll Morton - Honky Tonk Blues-19.txt,"['pia', 'voi']"
Jelly Roll Morton - Honky Tonk Blues-2.txt,['pia']
Jelly Roll Morton - Honky Tonk Blues-20.txt,"['pia', 'voi']"
Jelly Roll Morton - Honky Tonk Blues-21.txt,"['pia', 'voi']"
Jelly Roll Morton - Honky Tonk Blues-22.txt,"['pia', 'voi']"
Jelly Roll Morton - Honky Tonk Blues-4.txt,"['pia', 'voi']"
Jelly Roll Morton - Honky Tonk Blues-5.txt,['pia']
Jelly Roll Morton - Honky Tonk Blues-6.txt,"['pia', 'voi']"
Jelly Roll Morton - Honky Tonk Blues-7.txt,"['pia', 'voi']"
Jelly Roll Morton - Honky Tonk Blues-8.txt,['pia']
Jelly Roll Morton - Honky Tonk Blues-9.txt,"['pia', 'voi']"
Jimi Hendrix - 01 - Purple Haze-1.txt,['gel']
Jimi Hendrix - 01 - Purple Haze-3.txt,"['gel', 'voi']"
Jimi Hendrix - 01 - Purple Haze-4.txt,"['gel', 'voi']"
Jimi Hendrix - 01 - Purple Haze-5.txt,"['gel', 'voi']"
Jimi Hendrix - 01 - Purple Haze-6.txt,"['gel', 'voi']"
Jimi Hendrix - 01 - Purple Haze-8.txt,"['gel', 'voi']"
Jimi Hendrix - 01 - Purple Haze-9.txt,"['gel', 'voi']"
Johnny Cash - One-1.txt,['gac']
Johnny Cash - One-11.txt,"['gac', 'org', 'pia', 'voi']"
Johnny Cash - One-12.txt,"['gac', 'org', 'pia']"
Johnny Cash - One-2.txt,"['gac', 'pia', 'voi']"
Johnny Cash - One-3.txt,"['gac', 'pia']"
Johnny Cash - One-4.txt,"['gac', 'pia', 'voi']"
Johnny Cash - One-6.txt,"['gac', 'pia']"
Johnny Cash - One-7.txt,"['gac', 'pia', 'voi']"
Johnny Cash - One-8.txt,"['gac', 'pia', 'voi']"
Johnny Cash - One-9.txt,"['gac', 'pia', 'voi']"
john_coltrane-01-a_love_supreme_part_1-rns-1.txt,"['pia', 'sax']"
john_coltrane-01-a_love_supreme_part_1-rns-10.txt,"['pia', 'sax']"
john_coltrane-01-a_love_supreme_part_1-rns-11.txt,"['pia', 'sax']"
john_coltrane-01-a_love_supreme_part_1-rns-12.txt,"['pia', 'sax']"
john_coltrane-01-a_love_supreme_part_1-rns-13.txt,"['pia', 'sax']"
john_coltrane-01-a_love_supreme_part_1-rns-14.txt,"['pia', 'sax']"
john_coltrane-01-a_love_supreme_part_1-rns-15.txt,"['pia', 'sax']"
john_coltrane-01-a_love_supreme_part_1-rns-16.txt,"['pia', 'sax']"
john_coltrane-01-a_love_supreme_part_1-rns-17.txt,"['pia', 'sax']"
john_coltrane-01-a_love_supreme_part_1-rns-18.txt,"['pia', 'sax']"
john_coltrane-01-a_love_supreme_part_1-rns-19.txt,"['pia', 'sax']"
john_coltrane-01-a_love_supreme_part_1-rns-2.txt,['pia']
john_coltrane-01-a_love_supreme_part_1-rns-21.txt,"['pia', 'voi']"
john_coltrane-01-a_love_supreme_part_1-rns-23.txt,['pia']
john_coltrane-01-a_love_supreme_part_1-rns-4.txt,['pia']
john_coltrane-01-a_love_supreme_part_1-rns-5.txt,"['pia', 'sax']"
john_coltrane-01-a_love_supreme_part_1-rns-6.txt,"['pia', 'sax']"
john_coltrane-01-a_love_supreme_part_1-rns-7.txt,"['pia', 'sax']"
john_coltrane-01-a_love_supreme_part_1-rns-8.txt,"['pia', 'sax']"
john_coltrane-01-a_love_supreme_part_1-rns-9.txt,"['pia', 'sax']"
kate bush - aerial - cd 2 - a sky of honey - 08 - nocturn-10.txt,['voi']
kate bush - aerial - cd 2 - a sky of honey - 08 - nocturn-12.txt,['voi']
kate bush - aerial - cd 2 - a sky of honey - 08 - nocturn-13.txt,['voi']
kate bush - aerial - cd 2 - a sky of honey - 08 - nocturn-15.txt,['voi']
kate bush - aerial - cd 2 - a sky of honey - 08 - nocturn-16.txt,"['org', 'voi']"
kate bush - aerial - cd 2 - a sky of honey - 08 - nocturn-18.txt,['voi']
kate bush - aerial - cd 2 - a sky of honey - 08 - nocturn-20.txt,"['pia', 'voi']"
kate bush - aerial - cd 2 - a sky of honey - 08 - nocturn-21.txt,"['gel', 'pia']"
kate bush - aerial - cd 2 - a sky of honey - 08 - nocturn-22.txt,"['gel', 'pia']"
kate bush - aerial - cd 2 - a sky of honey - 08 - nocturn-23.txt,"['pia', 'voi']"
kate bush - aerial - cd 2 - a sky of honey - 08 - nocturn-24.txt,"['gel', 'voi']"
kate bush - aerial - cd 2 - a sky of honey - 08 - nocturn-25.txt,['gel']
kate bush - aerial - cd 2 - a sky of honey - 08 - nocturn-26.txt,"['gel', 'pia', 'voi']"
kate bush - aerial - cd 2 - a sky of honey - 08 - nocturn-27.txt,"['pia', 'voi']"
kate bush - aerial - cd 2 - a sky of honey - 08 - nocturn-28.txt,['gac']
kate bush - aerial - cd 2 - a sky of honey - 08 - nocturn-3.txt,['voi']
kate bush - aerial - cd 2 - a sky of honey - 08 - nocturn-30.txt,"['gac', 'voi']"
kate bush - aerial - cd 2 - a sky of honey - 08 - nocturn-31.txt,['gac']
kate bush - aerial - cd 2 - a sky of honey - 08 - nocturn-32.txt,"['gac', 'voi']"
kate bush - aerial - cd 2 - a sky of honey - 08 - nocturn-33.txt,['gac']
kate bush - aerial - cd 2 - a sky of honey - 08 - nocturn-34.txt,"['gac', 'voi']"
kate bush - aerial - cd 2 - a sky of honey - 08 - nocturn-35.txt,"['gac', 'voi']"
kate bush - aerial - cd 2 - a sky of honey - 08 - nocturn-36.txt,"['gac', 'voi']"
kate bush - aerial - cd 2 - a sky of honey - 08 - nocturn-37.txt,"['gac', 'voi']"
kate bush - aerial - cd 2 - a sky of honey - 08 - nocturn-38.txt,"['gac', 'voi']"
kate bush - aerial - cd 2 - a sky of honey - 08 - nocturn-39.txt,['gac']
kate bush - aerial - cd 2 - a sky of honey - 08 - nocturn-4.txt,['voi']
kate bush - aerial - cd 2 - a sky of honey - 08 - nocturn-40.txt,"['gac', 'gel', 'voi']"
kate bush - aerial - cd 2 - a sky of honey - 08 - nocturn-7.txt,['voi']
keith jarrett - arbour zena - 01 - runes-1.txt,['pia']
keith jarrett - arbour zena - 01 - runes-10.txt,"['cel', 'pia']"
keith jarrett - arbour zena - 01 - runes-11.txt,"['cel', 'pia']"
keith jarrett - arbour zena - 01 - runes-12.txt,"['cel', 'pia']"
keith jarrett - arbour zena - 01 - runes-13.txt,"['cel', 'pia']"
keith jarrett - arbour zena - 01 - runes-14.txt,"['cel', 'pia']"
keith jarrett - arbour zena - 01 - runes-15.txt,"['cel', 'pia']"
keith jarrett - arbour zena - 01 - runes-16.txt,"['cel', 'pia']"
keith jarrett - arbour zena - 01 - runes-17.txt,"['cel', 'pia']"
keith jarrett - arbour zena - 01 - runes-18.txt,"['cel', 'pia']"
keith jarrett - arbour zena - 01 - runes-2.txt,"['cel', 'pia']"
keith jarrett - arbour zena - 01 - runes-20.txt,"['cel', 'pia']"
keith jarrett - arbour zena - 01 - runes-21.txt,"['cel', 'pia']"
keith jarrett - arbour zena - 01 - runes-23.txt,['pia']
keith jarrett - arbour zena - 01 - runes-24.txt,['pia']
keith jarrett - arbour zena - 01 - runes-25.txt,['pia']
keith jarrett - arbour zena - 01 - runes-26.txt,['pia']
keith jarrett - arbour zena - 01 - runes-27.txt,['pia']
keith jarrett - arbour zena - 01 - runes-28.txt,['pia']
keith jarrett - arbour zena - 01 - runes-30.txt,['pia']
keith jarrett - arbour zena - 01 - runes-31.txt,['pia']
keith jarrett - arbour zena - 01 - runes-32.txt,['pia']
keith jarrett - arbour zena - 01 - runes-33.txt,['pia']
keith jarrett - arbour zena - 01 - runes-34.txt,['pia']
